ocn230916168,b11426578a,1,"Brooklyn, historically speaking","Manbeck, John B., 1931-","Charleston, SC : History Press, [2008] ©2008 ","1596295007,9781596295001,978-1596295001",974.723 M,Book
ocn153580944,b11470814a,1,"Green oasis in Brooklyn : the Evergreens Cemetery, 1849-2008","Rousmaniere, John.","Kittery Point, Maine : Seapoint Books, [2008] Kittery Point, Maine : Distributed to the trade by National Book Network ©2008 ","0978689941,9780978689940,978-0978689940",718 R,Book
ocn279039029,b11448780a,1,Flatbush : neighborhood history guide,"Back, Adina.","Brooklyn, N. Y. : Brooklyn Historical Society, [2008] ©2008 ",,974.723 B,Book
ocn308701395,b11462795a,1,Park Slope : neighborhood & architectural history guide,"Morrone, Francis, 1958-","Brooklyn, N. Y. : Brooklyn Historical Society, [2008] ©2008 ",,974.723 M,Book
ocn227031622,b11466010a,1,On the wall : four decades of community murals in New York City,"Braun-Reinitz, Janet.","Jackson, Miss. : University Press of Mississippi, [2009] ©2009 ","1604731125,9781604731125,978-1604731125,1604731117,9781604731118,978-1604731118",751.7309 B,Book
ocn233547925,b11456705a,1,"Forever blue : the true story of Walter O'Malley, baseball's most controversial owner, and the Dodgers of Brooklyn and Los Angeles","D'Antonio, Michael.","New York : Riverhead Books, [2009] ©2009 ","1594488568,9781594488566,978-1594488566,1594484414,9781594484414,978-1594484414",796.357 D,Book
ocn154706898,b11377358a,1,Brooklyn storefronts,"Lacy, Paul.","New York : W.W. Norton, [2008] ©2008 ","0393330028,9780393330021,978-0393330021",974.7 L,Book
ocn436454661,b11585268a,1,The social vision of Alfred T. White,,"Brooklyn, N.Y. : Proteotypes : Brooklyn Historical Society, 2009. ","9780980000177,978-0980000177,0980000173,9780980000115,978-0980000115,0980000114",307.1216 S,Book
ocn258332257,b12146658a,1,Mannahatta : a natural history of New York City,"Sanderson, Eric W.","New York : Abrams, 2009. ","9780810996335,978-0810996335,0810996332,9781419707483,978-1419707483,1419707485",508.7471 S,Book
ocn220008102,b11574470a,1,"The birth of the Fenian movement : American diary, Brooklyn 1859","Stephens, James, 1825-1901.","Dublin : University College Dublin Press, 2009. ","9781904558910,978-1904558910,1904558917",941.5081 S,Book
ocn317925911,b11489357a,1,"Gravesend, Brooklyn","Ditta, Joseph, 1967-","Charleston, SC : Arcadia Publishing, [2009] ©2009 ","9780738564692,978-0738564692,0738564699",974.723 D,Book
ocm22187050,b10056019a,1,How a modern newspaper is made : a story in word and picture concerning the Brooklyn daily eagle.,,"[Brooklyn, N.Y.] : [Brooklyn Eagle Press], [1912?] ",,017.4723 B,Book
ocn123030775,b11344129a,1,"United States Post Office and Courthouse, Brooklyn, New York","Feuer, Wendy.","[Brooklyn, N.Y.] : U. S. General Services Administration, 2005. ",,725.16 F,Book
ocn289070718,b11516071a,1,Mitzvah girls : bringing up the next generation of Hasidic Jews in Brooklyn,"Fader, Ayala, 1964-","Princeton : Princeton University Press, [2009] ©2009 ","0691139164,9780691139166,978-0691139166,0691139172,9780691139173,978-0691139173",296.8332 F,Book
ocn191219628,b11382865a,1,Brooklyn steel-blood tenacity : [an autobiography by Frank J. Trezza],"Trezza, Frank J.","Baltimore : PublishAmerica, [2007] ©2007 ","1424182735,9781424182732,978-1424182732",B TREZZA B,Book
ocn317471847,b11526882a,1,Dutch New York between East and West : the world of Margrieta van Varick,,"New York : Bard Graduate Center, Decorative Arts, Design History, Material Culture : New-York Historical Society ; New Haven : Yale University Press, [2009] ©2009 ","9780300154672,978-0300154672,0300154674",975.097471 D,Book
ocn377799584,b11501523a,1,Crown Heights and Weeksville,"Kelly, Wilhelmena Rhodes, 1946-","Charleston, SC. : Arcadia Pub., [2009] ©2009 ","9780738565989,978-0738565989,0738565989",974.723 K,Book
ocm30625938,b10796407a,1,Local history collections in libraries,"Phillips, Faye.","Englewood, Colo. : Libraries Unlimited, 1995. ",1563081415,026.973 P,Book
ocn464581439,b11551457a,1,AIA guide to New York City,,"Oxford ; New York : Oxford University Press, 2010. ","0195383869,9780195383867,978-0195383867,0195383850,9780195383850,978-0195383850",720.9747 A,Book
ocn537308767,b11560016a,1,Two cents plain : my Brooklyn boyhood,"Lemelman, Martin.","New York : Bloomsbury, 2010. ","1608190048,9781608190041,978-1608190041",B LEMELMAN T,Book
ocn650020045,b11574513a,1,The encyclopedia of New York City,,"New Haven : Yale University Press ; New York : New-York Historical Society, [2010] ©2010 ","9780300114652,978-0300114652,0300114656",974.71 E,Book
ocn681900623,b11576596a,1,"Fort Greene, Clinton Hill : neighborhood & architectural history guide","Morrone, Francis, 1958-","Brooklyn, NY : Brooklyn Historical Society, [2010] ©2010 ","098434960X,9780984349609,978-0984349609",974.723 M,Book
ocn496595543,b11575766a,1,When did the Statue of Liberty turn green? : and 101 other questions about New York City,"Ashton, Jean.","New York : Columbia University Press, [2010] ©2010 ","9780231147422,978-0231147422,0231147422,9780231147439,978-0231147439,0231147430,9780231519397,978-0231519397,0231519397",974.7 A,Book
ocn664840167,b11596307a,1,Black Gotham : a family history of African Americans in nineteenth-century New York City,"Peterson, Carla L., 1944-","New Haven [Conn.] : Yale University Press, [2011] ©2011 ","9780300162554,978-0300162554,0300162553,9780300181746,978-0300181746,0300181744",974.71004 P,Book
ocn640510990,b11584738a,1,The invention of brownstone Brooklyn : gentrification and the search for authenticity in postwar New York,"Osman, Suleiman.","New York, NY : Oxford University Press, [2011] ","0195387317,9780195387315,978-0195387315,9780199930340,978-0199930340",307.34 O,Book
ocn449881099,b11596896a,1,A Jew grows in Brooklyn : the curious reflections of a first-generation American,"Ehrenreich, Jake.","Deerfield Beach, FL : Health Communications, [2010] ©2010 ","9780757314667,978-0757314667,075731466X",B EHRENREICH J,Book
ocn657786488,b11563462a,1,The Brooklyn theatre index,"Del Valle, Cezar.","[Brooklyn, N.Y.] : Theatre Talks, LLC, [2010-] ©2010- ","9780982772409,978-0982772409,0982772408,9780982772423,978-0982772423",725.822 D,Book
ocn713203883,b11690148a,1,The Roebling legacy,"Zink, Clifford W.","Princeton, New Jersey : Princeton Landmark Publications, [2011] ©2011 ","0615428053,9780615428055,978-0615428055",624.2 Z,Book
ocn613983412,b11548636a,1,Poetry of Ferdinando Russo : revival of the poetry of Ferdinando Russo,"Russo, Ferdinando.","Bloomington, IN : IUniverse, [2009] ©2009 ","9781440150029,978-1440150029,1440150028",851 R,Book
ocn700930322,b11634395a,1,Building stories,"Hill, Isabel, 1951-","New York : Star Bright Books, 2011. ","1595722793,9781595722799,978-1595722799,1595722807,9781595722805,978-1595722805",J-E HILL,Book
ocn740458899,b11613712a,1,"The glory of Brooklyn's Gowanus : legacy, industry, artistry","Boyce, Leslie Arlette.","Brooklyn, N.Y. : Israelowitz Publishing, [2011] ©2011 ","1878741950,9781878741950,978-1878741950",974.723 B,Book
ocn762390774,b11656427a,1,"82 Remsen Street : coming of age in Brooklyn Heights, circa 1930-1940","Outwater, Alice Davidson.","Shelburne, Vt. : Wind Ridge Pub., Inc., [2011] ©2011 ","1935922041,9781935922049,978-1935922049",920.72 O,Book
ocn220420401,b11456739a,1,Gimme shelter,"Williams, Mary Elizabeth, 1965-","New York : Simon & Schuster, 2009. ","1416557083,9781416557081,978-1416557081",333.338 W,Book
ocn299043622,b11481288a,1,Brooklyn public monuments : sculpture for civic memory and urban pride,"Sprague, Elmer.","Indianapolis, In. : Dog Ear Publishing, [2008] ©2008 ","9781598585827,978-1598585827,1598585827",730.974723 S,Book
ocn316543951,b11470127a,1,Brooklyn's last village : Canarsie on Jamaica Bay,"Merlis, Brian.","Brooklyn, NY : Israelowitz Publishing, [2008] ©2008 ","1878741772,9781878741776,978-1878741776",974.723 M,Book
ocn784708367,b11689120a,1,Brooklyn and the Civil War,"Livingston, E. A.","Charleston, SC : History Press, 2012. ","1609496558,9781609496555,978-1609496555",974.703 L,Book
ocn319498302,b11498947a,1,Historic photos of the Brooklyn Bridge,"Manbeck, John B., 1931-","Nashville, TN : Turner Pub. Co., 2009. ","9781596525252,978-1596525252,1596525258",624.5 M,Book
ocn181340751,b11376055a,1,Wild ride! : a Coney Island roller coaster family,"Denson, Charles.","Berkeley, CA : Dreamland Press, [2007] ©2007 ","9780966698213,978-0966698213,0966698215",974.723 D,Book
ocm21170275,b10768202a,1,"Another time, another world : Coney Island memories","Onorato, Michael Paul, 1934-","[Fullerton] : [M.P. Onorato and California State University, Oral History Program,], [1988] ©1988 ",0930046099,974.723 O,Book
ocn756596899,b11711205a,1,Yearning for the new age : Laura Holloway-Langford and late Victorian spirituality,"Sasson, Diane, 1946-","Bloomington : Indiana University Press, [2012] ©2012 ","0253001773,9780253001771,978-0253001771",204.092 S,Book
ocn500822694,b11551458a,1,Fort Greene,"Pitsch, Howard.","Charleston, S.C. : Arcadia Pub., [2010] ©2010 ","0738572438,9780738572437,978-0738572437",974.723 P,Book
ocn669033139,b11617811a,1,Deep down in Brooklyn : a memoir,"German, Edwin.","Bloomington, IN : ""AuthorHouse"", [2011] ©2011 ","9781456754396,978-1456754396,1456754394,9781456754389,978-1456754389,1456754386",B GERMAN D,Book
ocn759050046,b11690144a,1,City son : Andrew W. Cooper's impact on modern-day Brooklyn,"Dawkins, Wayne.","Jackson : University Press of Mississippi, [2012] ©2012 ","9781617032585,978-1617032585,1617032581,9781617032592,978-1617032592,161703259X",B COOPER D,Book
ocn816317560,b11702597a,1,"Brooklyn's Sportsmen's Row : politics, society & the sporting life on northern Eighth Avenue","Rubin, Lucas.","Charleston, SC : The History Press, 2012. ","9781609492731,978-1609492731,1609492730",796.09747 R,Book
ocn818735092,b11721792a,1,Fighting Jim Crow in the County of Kings : the Congress of Racial Equality in Brooklyn,"Purnell, Brian, 1978-","Lexington, Kentucky : University Press of Kentucky, 2013. ","9780813141824,978-0813141824,0813141826,9780813165585,978-0813165585",323.1196 P,Book
ocn806015322,b11728681a,1,Prospect Park : Olmsted and Vaux's Brooklyn masterpiece,"Colley, David P.","New York, New York : Princeton Architectural Press, 2013. ","9781616891183,978-1616891183,1616891181",974.723 C,Book
ocn855581001,b11759300a,1,Brooklyn's Plymouth Church in the Civil War era : a ministry of freedom,"Decker, Francis K.","Charleston, SC : The History Press, 2013. ","9781609498108,978-1609498108,1609498100",285.8747 D,Book
ocn885212245,b11850930a,1,A tale of two cities : disco era Bushwick,"Meisler, Meryl.","Brooklyn, NY : Bizarre Publishing, 2014. ©2014 ","9780991014118,978-0991014118,0991014111",779.4742 M,Book
ocn881386555,b11814159a,1,"The lost tribe of Coney Island : headhunters, Luna Park, and the man who pulled off the spectacle of the century","Prentice, Claire (Journalist)","Boston ; New York : New Harvest, Houghton Mifflin Harcourt, 2014. ©2014 ","9780544262287,978-0544262287,054426228X",974.723 P,Book
ocn876883317,b11828866a,1,"Brooklyn's promised land : the free black community of Weeksville, New York","Wellman, Judith.","New York ; London : New York University Press, [2014] ","0814724159,9780814724156,978-0814724156",974.723 W,Book
ocn881423536,b11828865a,1,"Brooklyn's Bushwick - urban renewal in New York, USA : community, planning and sustainable environments","Rauscher, Raymond Charles, author.","Cham : Springer, [2014] ","9783319057613,978-3319057613,3319057618,9783319057637,978-3319057637,3319057634",307.3 R,Book
ocn842337656,b11713672a,1,Sacred havens of Brooklyn : spiritual places & peaceful grounds,"Cook, Terri, 1942-","Charleston, SC : The History Press, 2013. ","9781609499822,978-1609499822,1609499824",203.50974 C,Book
ocn665169105,b11587698a,1,Cypress Hills Cemetery,"Duer, Stephen C.","Charleston, SC : Arcadia Pub., [2010] ©2010 ","9780738573434,978-0738573434,0738573434",974.723 D,Book
ocn849317875,b11738005a,1,Research report on the potential Underground Railroad Associations of the Duffield Street and Gold Street properties in Downtown Brooklyn,,"New York, NY : AKRF, 2007, [date of publication not identified] ",,307.12 R,Book
ocn886493343,b11842909a,1,"Coney Island : visions of an American dreamland, 1861-2008","Frank, Robin Jaffee, author.","Hartford, Connecticut : Wadsworth Atheneum Museum of Art, in association with Yale University Press, New Haven, [2015] ©2015 ","0300189907,9780300189902,978-0300189902",791.06874 F,Book
ocn780321430,b11660263a,1,Bay Ridge etc.,"General, Ted.","Kingston, NY : ColorPage, [2011] ©2011 ","9781467506205,978-1467506205,1467506206",974.723 G,Book
ocn867860322,b11767938a,1,Brooklyn revisited : my journey back,"Golden, Gloria.","Denver, Colorado : Outskirts Press, [2012] ","9781432783969,978-1432783969,1432783963",779.9974 G,Book
ocn759913909,b11647369a,1,The Brooklyn Heights Promenade,"Krogius, Henrik.","Charleston, SC : History Press, [2011] ©2011 ","1609495292,9781609495299,978-1609495299",974.723 K,Book
ocn681408032,b11632108a,1,In the presence of family : Brooklyn portraits,"Rosen, Ann, 1948-","[New York] : [A. Rosen], [2009] [©2009] ","0898221285,9780898221282,978-0898221282",J 779.26 R,Book
ocn911953257,b12153983a,1,The waterways of Bergen Beach,Young Curators of P.S. 312.,"[Brooklyn, N.Y.] : [Brooklyn Historical Society], [2015] ","9780970843920,978-0970843920,0970843925,9780970843913,978-0970843913,0970843917",J 974.723 Y,Book
ocm33353569,b10094046a,1,"Program and official directory of who's who in East New York : in connection with the fiftieth anniversary of the annexation of the town of New Lots with the city of Brooklyn, Saturday, October 3d, 1936 at 3:00 p.m.",,"[Brooklyn, N.Y.] : [New Lots Celebration Committee], [1936] ",,920 P,Book
ocn895338274,b11884670a,1,"""Our bums"" : the Brooklyn Dodgers in history, memory and popular culture","Krell, David, 1967- author.","Jefferson, North Carolina : McFarland & Company, Inc., Publishers, [2015] ","9780786477999,978-0786477999,0786477997",796.35764 K,Book
ocn930389361,b11912088a,1,Coney Island states of mind,"Meisel, Ron.","[Brooklyn, N.Y.?] : [publisher not identified], [2015] ",,779.9974 M,Book
ocn906010865,b11884729a,1,Gowanus : Brooklyn's curious canal,"Alexiou, Joseph, author.","New York : New York University Press, [2015] ","9781479892945,978-1479892945,1479892947",974.723 A,Book
ocn939553610,b11938711a,1,Brooklyn bank heist : an historic crime novella,"Manbeck, John B., 1931-","Brooklyn, New York : Breukelen Books, 2015. ©2015 ","1517342309,9781517342302,978-1517342302",FIC MANBECK,Book
ocn884969058,b11808405a,1,"Hidden grace : a study of the signs, symbols and history of Grace Episcopal Church, Brooklyn Heights","Whiteford, Robert W.","[Brooklyn, N.Y.?] : [publisher not identified], [2013] ","9780615922102,978-0615922102,0615922104",726.5 W,Book
ocn926061467,b11957335a,1,Battle for Bed-Stuy : the long war on poverty in New York City,"Woodsworth, Michael, 1978- author.","Cambridge, Massachusetts : Harvard University Press, [2016] ","9780674545069,978-0674545069,0674545060",362.5561 W,Book
ocn944086816,b12139701a,1,"Race, class, and gentrification in Brooklyn : a view from the street","Krase, Jerome, author.","Lanham : Lexington Books, 2016. ","9781498512558,978-1498512558,1498512550,9781498512572,978-1498512572,1498512577",307.3416 K,Book
ocn941875230,b11980120a,1,Brooklyn Bridge Park : a dying waterfront transformed,"Witty, Joanne, author.","New York : Empire State Editions, an imprint of Fordham University Press, 2016. ","0823273571,9780823273577,978-0823273577,0823284336,9780823284337,978-0823284337",974.7 W,Book
ocn853683936,b11742566a,1,"Our journey : Congregation Beth Elohim, the first 150 years","Bronstein, Daniel M.","Brooklyn, N.Y. : Congregation Beth Elohim, [2013] ©2013 ","9780615740379,978-0615740379,0615740375",296.0974 B,Book
ocn953707972,b12193525a,1,Harry Dee memoirs,"Dee, Harry, 1917-2000.","Bloomington, IN : AuthorHouse, [2016] ©2016 ","9781524604424,978-1524604424,1524604429",B DEE H,Book
ocn988400402,b12050477a,1,Don't jump on dead horses : my mother's reminiscences from the early 1900's in Brooklyn,"Langland, Janice Clemens.","Grainger, Indiana : [publisher not identified], 2016. ",,947.723 L,Book
ocn123294283,b11353305a,1,Bernard Herbert Springsteel : a life in art : a retrospective.,"Springsteel, Bernard Herbert.","Southold, NY : B. Springsteel Publishing, [2004] ©2004 ",,759.13 S,Book
ocn992441199,b12153884a,1,"Community history and environmental education curriculum : Sunset Park schools, grades four-six.",Sunset Park Restoration Committee.,"Brooklyn, N.Y. : Sunset Park Restoration Committee, 1982. ","0933250088,9780933250086,978-0933250086",974.723 S,Book
on1000548164,b12001545a,1,"Brooklyn's Renaissance : commerce, culture, and community in the nineteenth-century Atlantic world","Bullard, Melissa Meriam, 1946- author.","Cham, Switzerland : Palgrave Macmillan, [2017] ©2017 ","9783319501758,978-3319501758,3319501755",974.723 B,Book
ocn995853914,b12154971a,1,"Women, work & World War II at the Brooklyn Navy Yard",Young Scholars of P.S. 307.,"[Brooklyn, N.Y.] : [Brooklyn Historical Society], [2017] ",,J 359.0974 Y,Book
ocn994205851,b12080840a,1,The descendants of Charles Henry : five generations defined,"Kruse, John Thomas, Sr.","Setauket, New York : John Thomas Kruse, [2017] Dayton, OH : Book Factory ©2017 ",,929.2 HENRY K,Book
ocn670248905,b11588727a,1,"The Daniel O'Conors of New York : with historical, religious, and social context; consideration of their Irish origins; and notes on the Rev. J. F. X. O'Conor, S. J. and Rev. John S. O'Conor, S. J","O'Conor, John C.","Arlington, Va. : The author, [2009] ©2009 ",,929.1 O,Book
ocn870516970,b11814323a,1,The bridge,"Talese, Gay.","New York : Bloomsbury, 2014. ","1620406667,9781620406663,978-1620406663",624.2 T,Book
on1008969627,b12174976a,1,"Envisioning Brooklyn : family, philanthropy, and the  growth of an American city","Jaffe, Steven H.","Brooklyn, N.Y. : Brooklyn Historical Society, [2016] ","9780970843951,978-0970843951,097084395X",929.2 HAMM J,Book
ocn972386128,b12102570a,1,"Tenements, towers & trash : an unconventional illustrated history of New York City","Wertz, Julia.","New York : Black Dog & Leventhal Publishers, [2017] ©2017 ","9780316501217,978-0316501217,0316501212",974.71 W,Book
ocn995332637,b12109652a,1,Abraham and Straus : it's worth a trip from anywhere,"Lisicky, Michael J., author.","Charleston, SC : The History Press, 2017. ","1625858876,9781625858870,978-1625858870",381.141 L,Book
ocn862516037,b11767926a,1,Brighton Beach : photographs,"Ravett, Abraham.","[Amherst, Mass.] : [A. Ravett], [2013] ©2013 ","9780615824734,978-0615824734,0615824730",779.9974 R,Book
ocn146150552,b11353465a,1,Mark Morris Dance Group : celebrating twenty-five years.,,"Brooklyn, NY : Mark Morris Dance Group, [2005] [©2005] ",,792.80974 M,Book
ocn895281263,b11850925a,1,"A comprehensive look at the other railways of Long Island. Part one, The shortline railroads of Long Island : a compendium","Fagerberg, Harold F., 1914-2009.","Babylon, New York : Long Island Sunrise Trail Chapter, National Railway Historical Society, [2013] ","9780988691612,978-0988691612,0988691612",385.0974 F,Book
on1002128307,b12080578a,1,Williamsburg shorts,"Zago, Lucio.","[Brooklyn, N.Y.?] : [Wapcomix?], [2017] ","9780692881491,978-0692881491,0692881492",974.723 Z,Book
ocn259959755,b11481298a,1,From woodland trails to cobblestone trails,"Bacon, Barbara.","[United States] : Barbara Bacon, [2005] ©2005 ",,FIC BACON,Book
ocn821218759,b11713674a,1,Brooklyn Heights boy remembers,"Moshman, Howard B.","Bloomington, IN. : IUniverse Com, 2012. ","1475960417,9781475960419,978-1475960419",974.723 M,Book
ocn891400483,b12197387a,1,Ten years fresh : the story of the Brooklyn Hip-Hop Festival,"Jackson, Wes, author.","[Brooklyn, NY] : Brooklyn Bodega, 2014. ©2014 ","1312331690,9781312331693,978-1312331693",782.421649 J,Book
ocn468974733,b11588655a,1,The outrageous Rubenstein : how a media-savvy trial lawyer fights for justice and change,"Rubenstein, Sanford.","Brooklyn, NY : Rubenstein & Rynecki, [2010] ©2010 ","9780615308371,978-0615308371,0615308376",B RUBENSTEIN O,Book
on1050437132,b12192269a,1,"Empire Stores : yesterday, today & tomorrow","Young Scholars of P.S. 307, author.","Brooklyn, N.Y. : Brooklyn Historical Society, 2018. ","9780984349661,978-0984349661,0984349669",J 974.723 Y,Book
on1050436914,b12192268a,1,Green-Wood Cemetery : finding beauty among the dead,"Young Scholars of P.S. 312, author.","Brooklyn, N.Y. : Brooklyn Historical Society, 2018. ","9780984349678,978-0984349678,0984349677",J 718 Y,Book
on1031948300,b12166327a,1,When Brooklyn was queer,"Ryan, Hugh, 1978- author.","New York : St. Martin's Press, 2019. ©2019 ","9781250169914,978-1250169914,1250169917",306.7609 R,Book
on1054834466,b12205330a,1,The belle of Bedford Avenue : the sensational brooks-burns murder in turn-of-the-century New York,"McConnell, Virginia A., 1942- author.","Kent, Ohio : Kent State University Press, [2019] ","9781606353660,978-1606353660,1606353667",364.1523092 M,Book
on1050339308,b12153001a,1,True crime Bay Ridge,"Stewart, Henry, 1983- author.","Brooklyn NY: Henry Stewart, 2018. ","9781979234689,978-1979234689,197923468X",364.97472 S,Book
on1089408144,b12205332a,1,Brooklyn : the once and future city,"Campanella, Thomas J., author.","Princeton ; Oxford : Princeton University Press, [2019] ©2019 ","0691165386,9780691165387,978-0691165387",974.723 C,Book
on1089853467,b12211195a,1,Newcomers : gentrification and its discontents,"Schuerman, Matthew L., author.","Chicago : The University of Chicago Press, 2019. ©2019 ","9780226476261,978-0226476261,022647626X",307.760973 S,Book
ocn154713233,b11388182a,1,Bedford-Stuyvesant,"Kelly, Wilhelmena Rhodes, 1946-","Charleston, SC : Arcadia Pub., [2007] ©2007 ","9780738550046,978-0738550046,0738550043",974.723 K,Book
ocn970955022,b11450332a,1,"On three pillars : torah, worship, and the practice of loving kindness : the synagogues of Brooklyn","Roma, Thomas.","Brooklyn, NY : PowerHouse Books, 2007. ","1576874133,9781576874134,978-1576874134",779.89 R,Book
ocn166359951,b11379552a,1,Brooklyn was mine,,"New York : Riverhead Books, 2008. ","9781594482823,978-1594482823,1594482829",974.723 B,Book
ocn123391052,b11538128a,1,Art of the Brooklyn Bridge : a visual history,"Haw, Richard, 1968-","New York : Routledge, [2008] ©2008 ","9780415953863,978-0415953863,0415953863",624.23 H,Book
ocm61191817,b11228590a,1,The greatest ballpark ever : Ebbets Field and the story of the Brooklyn Dodgers,"McGee, Bob, 1952-","Piscataway, N.J. : Rivergate Books, [2005] ©2005 ",0813536006,796.357 M,Book
ocm56526458,b11228510a,1,The Brooklyn Bridge : a cultural history,"Haw, Richard, 1968-","New Brunswick, N.J. : Rutgers University Press, [2005] ©2005 ","0813535875,9780813543505,978-0813543505,0813543509",624.23 H,Book
ocn977738720,b11231392a,1,The historical atlas of New York City : a visual celebration of  400 years of New York City's history,"Homberger, Eric.","New York : H. Holt and Co., 2005. ",0805078428,974.71 H,Printed Map
ocm58563501,b11245328a,1,Unchosen : the hidden lives of Hasidic rebels,"Winston, Hella.","Boston : Beacon Press, 2005. ","0807036269,9780807036273,978-0807036273,0807036277",305.6968 W,Book
ocm62083464,b11299253a,1,Williamsburg,"Lederer, Victor.","Charleston, SC : Arcadia Pub., 2005. ",0738537926,974.723 L,Book
ocm60824133,b11245424a,1,"Brooklyn is : Southeast of the island, travel notes","Agee, James, 1909-1955.","New York : Fordham University Press, 2005. ",0823224929,974.723 A,Book
ocm60028961,b11238141a,1,Beer school : bottling success at the Brooklyn Brewery,"Hindy, Steve, 1949-","Hoboken, N.J. : Wiley, [2005] ©2005 ",0471735124,338.76634 H,Book
ocm50606494,b11107206a,1,Coney Island,"Berman, John S.","New York : Barnes & Noble Books, [2003] ©2003 ",0760738874,974.723 B,Book
ocm60603261,b11256804a,1,How music grew in Brooklyn : a biography of the Brooklyn Philharmonic Orchestra,"Edwards, Maurice, 1922-2020.","Lanham, Md. : Scarecrow Press, 2006. ",0810856662,784.206 E,Book
ocm62322291,b11273417a,1,"Crown Heights : Blacks, Jews, and the 1991 Brooklyn riot","Shapiro, Edward S.","Waltham, Mass. : Brandeis University Press, [2006] ©2006 ",1584655615,305.800973 S,Book
ocm60668978,b11263265a,1,Sweet and low : a family story,"Cohen, Rich.","New York : Farrar, Straus and Giroux, 2006. ",0374272298,929.2 EISENSTADT C,Book
ocm04193278,b10179981a,1,Lauren Bacall by myself.,"Bacall, Lauren, 1924-2014.","New York : Knopf, 1979. ©1978 ",0394413083,B Bacall L,Book
ocm00591501,b10378776a,1,Winner lose all ; Dr. Cook and the theft of the North Pole.,"Eames, Hugh.","Boston : Little, Brown, [1973] [©1973] ",0316200700,B COOK,Book
ocm20392585,b10371141a,1,"Once a Bum, always a Dodger","Drysdale, Don.","New York : St. Martin's Press, [1990] ©1990 ",0312039026,796.357 D,Book
ocm62895814,b11284601a,1,"Brooklyn by name : how the neighborhoods, streets, parks, bridges, and more got their names","Benardo, Leonard.","New York : New York University Press, [2006] ©2006 ","9780814799468,978-0814799468,0814799469,0814799450",974.723 B,Book
ocm62742626,b11397005a,1,There goes the 'hood : views of gentrification from the ground up,"Freeman, Lance.","Philadelphia, PA : Temple University Press, [2006] ©2006 ","159213436X,9781592134366,978-1592134366,1592134378,9781592134373,978-1592134373",307.3416 F,Book
ocm25708350,b10593742a,1,"When you're from Brooklyn, everything else is Tokyo","King, Larry, 1933-","Boston : Little, Brown, [1992] ©1992 ",0316493562,B KING W,Book
ocm01258607,b11351926a,1,"This is Henry, Henry Miller from Brooklyn : conversations with the author from the Henry Miller odyssey","Miller, Henry, 1891-1980.","Los Angeles, Calif. : Nash Pub., [1974] ","0840210760,9780840210760,978-0840210760",818 M,Book
ocm62302519,b11275802a,1,The most famous man in America : the biography of Henry Ward Beecher,"Applegate, Debby.","New York : Doubleday, 2006. ","0385513968,0385513976,9780385513975,978-0385513975",B BEECHER A,Book
ocm29643353,b10135233a,1,"World War II in Brooklyn, N. Y., 1939-1945.",,"Verplanck, NY : Historical Briefs, Inc., [1993] ©1993 ",0896770478,974.723 W,Book
ocm21517205,b10053493a,1,Gaslight New York revisited,,"Secaucus, N.J. : Castle, [1989] ©1989 ",1555215394,917.471 G,Book
ocm00514860,b10617784a,1,Prospect Park handbook,"Lancaster, Clay.","New York : Published for Greensward Foundation [by] Long Island University Press, 1972. ",0913252069,974.723 L244 P,Book
ocm32393591,b10572860a,1,Brooklyn in the sixties,"Jurgrau, Howard B., 1925-1972.","Chappaqua, N.Y. : Crane & Hopper Publishers, 1995. ",0964097745,974.723 J,Book
ocm22509162,b10424068a,1,"Brooklyn : where to go, what to do, how to get there","Freudenheim, Ellen.","New York : St. Martin's Press, [1991] ©1991 ",0312053959,917.4723 F,Book
ocm24009244,b10720826a,1,I remember Brooklyn : memories from favorite sons and daughters,"Monti, Ralph.","Secaucus, NJ : Carol Pub. Group, [1991] ©1991 ",155972093X,974.723 M,Book
ocm01177700,b10376755a,1,Nice guys finish last,"Durocher, Leo, 1905-1991.","New York : Simon and Schuster, [1975] [©1975] ",0671220578,B DUROCHER,Book
ocm22977031,b10527272a,1,Brooklyn's Babe : the story of Babe Herman,"Holmes, Tot.","Gothenburg, Neb. : TOT Holmes, [1990] ©1990 ",094371611X,B HERMAN H,Book
ocm29846376,b11796144a,1,"Burt Shotton, Dodgers manager : a baseball biography","Gough, David, 1946-",,"0899509819,9780899509815,978-0899509815",B SHOTTON G,Book
ocm26345784,b10218910a,1,The Brooklyn Dodgers,"Bjarkman, Peter C.","Secaucus, N.J. : Chartwell, [1992] ©1992 ",1555217613,796.357 B,Book
ocm29643328,b10012840a,1,"Brooklyn Dodger baseball : ""Them wonderful bums"" 1901-1956.",,"Verplanck, NY : Historical Briefs, Inc., [1993] ©1993 ",0896770486,796.3576 B,Book
ocm26856351,b10286249a,1,The Dodgers : memories and memorabilia from Brooklyn to L.A.,"Chadwick, Bruce.","New York : Abbeville Press, [1993] ©1993 ",1558593802,796.35764 C,Book
ocm07177043,b10530745a,1,The Brooklyn Dodgers : an illustrated tribute,"Honig, Donald.","New York : St. Martin's Press, [1981] ©1981 ",0312106009,796.357 H,Book
